"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","210342","0.05",,"2000","2935000","Sell","Equity Shares","208342","0.05","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1088341_374331_29122020062544_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","DIWAKAR VINIYOG PRIVATE LIMITED","Promoter Group","Equity Shares","49533849","11.14",,"415000","177723750","Pledge Revoke","Equity Shares","49533849","11.14","24-Dec-2020","24-Dec-2020","28-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1088340_374322_29122020062330_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","JOSEPH MATHEW","Employees/Designated Employees","Equity Shares","229500","0.01",,"2000","4940000","Sell","Equity Shares","227500","0.01","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:16","https://archives.nseindia.com/corporate/xbrl/IT_1088338_374313_29122020061626_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","MISTRY K M","Director","Equity Shares","784441","0.04",,"4441","11004798","Sell","Equity Shares","780000","0.04","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:16","https://archives.nseindia.com/corporate/xbrl/IT_1088338_374313_29122020061626_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","AGARWAL AJAY","Key Managerial Personnel","Equity Shares","43060","0",,"500","1237200","Sell","Equity Shares","42560","0","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:16","https://archives.nseindia.com/corporate/xbrl/IT_1088338_374313_29122020061626_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","ARIJIT SANYAL","Employees/Designated Employees","Equity Shares","24000","0",,"24000","56408400","Pledge","Equity Shares","24000","0","15-Dec-2020","15-Dec-2020","28-Dec-2020","Pledge Creation","-","-","0","0","0","0","NA","-","29-Dec-2020 18:16","https://archives.nseindia.com/corporate/xbrl/IT_1088338_374313_29122020061626_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","EDGAR RAJULIN RAJ","Employees/Designated Employees","Equity Shares","37500","0",,"1000","2455000","Sell","Equity Shares","36500","0","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:16","https://archives.nseindia.com/corporate/xbrl/IT_1088338_374313_29122020061626_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SURESH KUMAR K","Employees/Designated Employees","Equity Shares","364183","0.02",,"9000","22288050","Pledge Revoke","Equity Shares","364183","0.02","28-Dec-2020","28-Dec-2020","28-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 18:16","https://archives.nseindia.com/corporate/xbrl/IT_1088338_374313_29122020061626_WEB.xml"
"BLUESTARCO","Blue Star Limited","7(2)","SUNEETA FAMILY TRUST 2","Promoter Group","Equity Shares","Nil","0",,"528640","0","Buy","Equity Shares","528640","0.55","24-Dec-2020","24-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1088334_374306_29122020060937_WEB.xml"
"MANGLMCEM","Mangalam Cement Limited","7(2)","Rambara Trading Private Limited","Promoter Group","Equity Shares","200000","0.74",,"100000","22681557","Buy","Equity Shares","300000","1.12","28-Dec-2020","29-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1088333_374304_29122020060931_WEB.xml"
"BLUESTARCO","Blue Star Limited","7(2)","SUNEETA FAMILY TRUST","Promoter Group","Equity Shares","Nil","0",,"528640","0","Buy","Equity Shares","528640","0.55","24-Dec-2020","24-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1088332_374302_29122020060839_WEB.xml"
"BLUESTARCO","Blue Star Limited","7(2)","Ms Suneeta N Vaswani","Promoter Group","Equity Shares","2244482","2.33",,"1182160","0","Sell","Equity Shares","1062322","1.1","24-Dec-2020","24-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 18:07","https://archives.nseindia.com/corporate/xbrl/IT_1088331_374300_29122020060756_WEB.xml"
"BLUESTARCO","Blue Star Limited","7(2)","Mr. Nanik R Vaswani","Promoter Group","Equity Shares","1057281","1.1",,"1057281","0","Sell","Equity Shares","Nil","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 18:07","https://archives.nseindia.com/corporate/xbrl/IT_1088330_374298_29122020060724_WEB.xml"
"BLUESTARCO","Blue Star Limited","7(2)","Mr. Nanik R Vaswani","Promoter Group","Equity Shares","932401","0.97",,"124880","0","Buy","Equity Shares","1057281","1.1","24-Dec-2020","24-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 18:07","https://archives.nseindia.com/corporate/xbrl/IT_1088330_374298_29122020060724_WEB.xml"
"BLUESTARCO","Blue Star Limited","7(2)","Nanik Family Trust 2","Promoter Group","Equity Shares","Nil","0",,"528639","0","Buy","Equity Shares","528639","0.55","24-Dec-2020","24-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 18:06","https://archives.nseindia.com/corporate/xbrl/IT_1088329_374296_29122020060639_WEB.xml"
"BLUESTARCO","Blue Star Limited","7(2)","Nanik Family Trust","Promoter Group","Equity Shares","Nil","0",,"528642","0","Buy","Equity Shares","528642","0.55","24-Dec-2020","24-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1088328_374294_29122020060523_WEB.xml"
"BERGEPAINT","Berger Paints (I) Limited","7(2)","FLAIR EXPORTS PRIVATE LIMITEDF","Other","Equity Shares","771778","0.08",,"3500","2625175","Sell","Equity Shares","768278","0.08","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1088327_374292_29122020060350_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Tarun Sharma","Employees/Designated Employees","Equity Shares","664","0",,"664","3087600","Sell","Equity Shares","Nil","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1088324_374286_29122020060138_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Lavesh Rawat","Employees/Designated Employees","Equity Shares","826","0",,"826","3860160","Sell","Equity Shares","Nil","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1088324_374286_29122020060138_WEB.xml"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","7(2)","Ashish Rao","Employees/Designated Employees","Equity Shares","29500","0",,"4000","2000000","Sell","Equity Shares","25500","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1088323_374284_29122020060133_WEB.xml"
"ITC","ITC Limited","7(2)","A. ROY","Employees/Designated Employees","Equity Shares","5000","0",,"5000","1039000","Sell","Equity Shares","Nil","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1088322_374281_29122020060058_WEB.xml"
"ITC","ITC Limited","7(2)","SANDEEP KAUL","Employees/Designated Employees","Equity Shares","37000","0",,"5000","1045000","Sell","Equity Shares","32000","0","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1088322_374281_29122020060058_WEB.xml"
"ITC","ITC Limited","7(2)","A. ROY","Employees/Designated Employees","Equity Shares","5000","0",,"5000","1039000","Pledge Revoke","Equity Shares","5000","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1088322_374281_29122020060058_WEB.xml"
"ITC","ITC Limited","7(2)","VV RAJASEKHAR","Employees/Designated Employees","Equity Shares","66400","0",,"50000","10235000","Sell","Equity Shares","16400","0","22-Dec-2020","22-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","29-Dec-2020 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1088322_374281_29122020060058_WEB.xml"
"ITC","ITC Limited","7(2)","VV RAJASEKHAR","Employees/Designated Employees","Equity Shares","66400","0",,"50000","10235000","Pledge Revoke","Equity Shares","66400","0","22-Dec-2020","22-Dec-2020","24-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1088322_374281_29122020060058_WEB.xml"
"PIIND","PI Industries Limited","7(2)","Mr. Ajay Kumar Sharma, Trustee,","Other","Equity Shares","105125","0.07",,"3741","2115576","Sell","Equity Shares","101384","0.07","24-Dec-2020","24-Dec-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","29-Dec-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1088317_374276_29122020055550_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","KRISHAN KUMAR DAGA","Employees/Designated Employees","Equity Shares","3200","0",,"297","867240","Sell","Equity Shares","2903","0","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1088316_374274_29122020055548_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","KRISHAN KUMAR DAGA","Employees/Designated Employees","Equity Shares","3567","0",,"367","906490","Sell","Equity Shares","3200","0","18-Nov-2020","18-Nov-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1088316_374274_29122020055548_WEB.xml"
"IEX","Indian Energy Exchange Limited","7(2)","Samir Prakash","Employees/Designated Employees","Equity Shares","Nil","0",,"15000","2490000","Buy","Equity Shares","15000","0.01","28-Dec-2020","28-Dec-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","29-Dec-2020 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1088312_374266_29122020054313_WEB.xml"
"IEX","Indian Energy Exchange Limited","7(2)","Sangh Suman Gautam","Employees/Designated Employees","Equity Shares","Nil","0",,"30000","4260000","Buy","Equity Shares","30000","0.01","28-Dec-2020","28-Dec-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","29-Dec-2020 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1088312_374266_29122020054313_WEB.xml"
"SIS","Security and Intelligence Services (India) Limited","7(2)","M Dhamodaran","Employees/Designated Employees","Equity Shares","6840","0.01",,"6840","3011955","Sell","Equity Shares","Nil","0","23-Dec-2020","23-Dec-2020","26-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:42","https://archives.nseindia.com/corporate/xbrl/IT_1088311_374264_29122020054235_WEB.xml"
"VMART","V-Mart Retail Limited","7(2)","Nitin Goel","Employees/Designated Employees","Equity Shares","3684","0.02",,"435","1014172","Sell","Equity Shares","3249","0.02","22-Dec-2020","22-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:37","https://archives.nseindia.com/corporate/xbrl/IT_1088308_374259_29122020053729_WEB.xml"
"GALAXYSURF","Galaxy Surfactants Limited","7(2)","Ganesh Govind Sandav","Employees/Designated Employees","Equity Shares","1000","0",,"700","1397619","Sell","Equity Shares","300","0","15-Dec-2020","15-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:36","https://archives.nseindia.com/corporate/xbrl/IT_1088307_374257_29122020053631_WEB.xml"
"ADANITRANS","Adani Transmission Limited","7(2)","Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"4435000","1923200000","Pledge Revoke","Equity Shares","621197910","56.48","28-Dec-2020","28-Dec-2020","29-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 17:30","https://archives.nseindia.com/corporate/xbrl/IT_1088304_374249_29122020053024_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Parag Agarawal","Employees/Designated Employees","Equity Shares","7768","0.03",,"1031","6491747","Sell","Equity Shares","6737","0.02","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1088303_374247_29122020052955_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Parag Agarawal","Employees/Designated Employees","Equity Shares","2369","0.01",,"5399","53990","Buy","Equity Shares","7768","0.03","13-Oct-2020","13-Oct-2020","28-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","29-Dec-2020 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1088303_374247_29122020052955_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Sudhir Gupta","Employees/Designated Employees","Equity Shares","19096","0.07",,"500","3111000","Sell","Equity Shares","18596","0.06","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1088303_374247_29122020052955_WEB.xml"
"APLAPOLLO","APL Apollo Tubes Limited","7(2)","Romi Sehgal","Director","Equity Shares","68347","0.06",,"2500","1884450","Sell","Equity Shares","65847","0.05","22-Dec-2020","24-Dec-2020","25-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1088300_374241_29122020052834_WEB.xml"
"IIFLWAM","Iifl Wealth Management Limited","7(2)","RONAK RAMESH SHETH","Employees/Designated Employees","Equity Shares","46655","0.05",,"20000","20000000","Sell","Equity Shares","26655","0.03","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1088298_374233_29122020052148_WEB.xml"
"RBLBANK","RBL Bank Limited","7(3)","ANDREW GRACIAS","-","Equity Shares","766150","0.13",,"20000","4570000","Sell","Equity Shares","746150","0.12","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:16","https://archives.nseindia.com/corporate/xbrl/IT_1088295_374230_29122020051622_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Gautam S Adani / Rajesh S Adani (on behalf of S.B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"2000000","981700000","Pledge Revoke","Equity Shares","621197910","56.48","28-Dec-2020","28-Dec-2020","29-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 17:15","https://archives.nseindia.com/corporate/xbrl/IT_1088294_374228_29122020051540_WEB.xml"
"MFSL","Max Financial Services Limited","7(2)","MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED","Promoters","Equity Shares","59483275","17.24",,"37499","25585568","Pledge Revoke","Equity Shares","59483275","17.24","24-Dec-2020","24-Dec-2020","29-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 17:14","https://archives.nseindia.com/corporate/xbrl/IT_1088292_374225_29122020051426_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","188413667","18.47",,"2561475","666239648","Pledge","Equity Shares","188413667","18.47","22-Dec-2020","22-Dec-2020","24-Dec-2020","Pledge Creation","-","-","0","0","0","0","NA","-","29-Dec-2020 17:14","https://archives.nseindia.com/corporate/xbrl/IT_1088291_374223_29122020051404_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","DIVYA BHATT","Employees/Designated Employees","Equity Shares","9329","0.01",,"1000","2425000","Sell","Equity Shares","8329","0.01","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:09","https://archives.nseindia.com/corporate/xbrl/IT_1088287_374214_29122020050919_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","RABI N ROUT","Employees/Designated Employees","Equity Shares","25843","0.02",,"600","1396314","Sell","Equity Shares","25243","0.02","23-Dec-2020","25-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:09","https://archives.nseindia.com/corporate/xbrl/IT_1088287_374214_29122020050919_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","JYOTIRMAY DATTA","Employees/Designated Employees","Equity Shares","7990","0.01",,"4005","9008836","Sell","Equity Shares","3985","0","03-Dec-2020","22-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:09","https://archives.nseindia.com/corporate/xbrl/IT_1088287_374214_29122020050919_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","ALIND SAXENA","Employees/Designated Employees","Equity Shares","35000","0.03",,"4000","9607520","Sell","Equity Shares","31000","0.03","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:09","https://archives.nseindia.com/corporate/xbrl/IT_1088287_374214_29122020050919_WEB.xml"
"LINCOLN","Lincoln Pharmaceuticals Limited","7(2)","Smt. Kailashben Mahendrabhai Patel","Promoter Group","Equity Shares","330000","1.65",,"25000","5750000","Buy","Equity Shares","355000","1.78","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:00","https://archives.nseindia.com/corporate/xbrl/IT_1088284_374210_29122020050006_WEB.xml"
"LINCOLN","Lincoln Pharmaceuticals Limited","7(2)","Shri Munjal M. Patel","Promoter Group","Equity Shares","815500","4.08",,"25000","5745750","Buy","Equity Shares","840500","4.2","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:00","https://archives.nseindia.com/corporate/xbrl/IT_1088284_374210_29122020050006_WEB.xml"
"LINCOLN","Lincoln Pharmaceuticals Limited","7(2)","Smt. Kailashben Mahendrabhai Patel","Promoter Group","Equity Shares","355000","1.78",,"25000","5687000","Buy","Equity Shares","380000","1.9","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:00","https://archives.nseindia.com/corporate/xbrl/IT_1088284_374210_29122020050006_WEB.xml"
"LINCOLN","Lincoln Pharmaceuticals Limited","7(2)","Shri Munjal M. Patel","Promoter Group","Equity Shares","840500","4.2",,"25000","5788000","Buy","Equity Shares","865500","4.33","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 17:00","https://archives.nseindia.com/corporate/xbrl/IT_1088284_374210_29122020050006_WEB.xml"
"SAGCEM","Sagar Cements Limited","7(2)","R V CONSULTING SERVICES PRIVATE LIMITED","Promoter Group","Equity Shares","1592720","6.78",,"4478","2872538","Buy","Equity Shares","1597198","6.8","24-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:58","https://archives.nseindia.com/corporate/xbrl/IT_1088282_374207_29122020045858_WEB.xml"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","7(2)","Deepika Agrawal","Key Managerial Personnel","Equity Shares","50","0",,"100","2400","Buy","Equity Shares","150","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE","-","29-Dec-2020 16:56","https://archives.nseindia.com/corporate/xbrl/IT_1088281_374202_29122020045603_WEB.xml"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","7(2)","Babitadevi Laxmichand Mehta","Promoter Group","Equity Shares","40301","0",,"1260","30694","Buy","Equity Shares","41561","0","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE","-","29-Dec-2020 16:56","https://archives.nseindia.com/corporate/xbrl/IT_1088281_374202_29122020045603_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Motupalli Venkata Ramana","Employees/Designated Employees","Equity Shares","24742","0.01",,"2000","10410000","Sell","Equity Shares","22742","0.01","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:55","https://archives.nseindia.com/corporate/xbrl/IT_1088279_374199_29122020045507_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Vijapurapu Sundar","Employees/Designated Employees","Equity Shares","16358","0",,"8200","11585780","Pledge","Equity Shares","16358","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Pledge Creation","-","-","0","0","0","0","NA","-","29-Dec-2020 16:44","https://archives.nseindia.com/corporate/xbrl/IT_1088277_374194_29122020044434_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Bhaskar Chandra Panda","Employees/Designated Employees","Equity Shares","145648","0",,"1000","1390000","Sell","Equity Shares","144648","0","24-Dec-2020","24-Dec-2020","27-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:44","https://archives.nseindia.com/corporate/xbrl/IT_1088277_374194_29122020044434_WEB.xml"
"HAPPSTMNDS","Happiest Minds Technologies Limited","7(2)","HARIPRIYA KANDURI","Employees/Designated Employees","Equity Shares","104339","0.07",,"5375","1935000","Sell","Equity Shares","98964","0.07","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:43","https://archives.nseindia.com/corporate/xbrl/IT_1088276_374191_29122020044325_WEB.xml"
"HAPPSTMNDS","Happiest Minds Technologies Limited","7(2)","VIJAYALAKSHMI N","Employees/Designated Employees","Equity Shares","78919","0.05",,"2500","874970","Sell","Equity Shares","76419","0.05","24-Dec-2020","29-Dec-2020","29-Dec-2020","Gift","-","-","0","0","0","0","NA","-","29-Dec-2020 16:43","https://archives.nseindia.com/corporate/xbrl/IT_1088276_374191_29122020044325_WEB.xml"
"BEARDSELL","Beardsell Limited","7(2)","BHARAT ANUMOLU","Promoters","Equity Shares","4141644","14.74",,"8502","93522","Sell","Equity Shares","4133142","14.71","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","29-Dec-2020 16:27","https://archives.nseindia.com/corporate/xbrl/IT_1088273_374185_29122020042735_WEB.xml"
"BEARDSELL","Beardsell Limited","7(2)","BHARAT ANUMOLU","Promoters","Equity Shares","4151644","14.78",,"10000","110000","Sell","Equity Shares","4141644","14.74","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:27","https://archives.nseindia.com/corporate/xbrl/IT_1088273_374185_29122020042735_WEB.xml"
"BEARDSELL","Beardsell Limited","7(2)","BHARAT ANUMOLU","Promoters","Equity Shares","4161670","14.81",,"10026","110286","Sell","Equity Shares","4151644","14.78","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","29-Dec-2020 16:27","https://archives.nseindia.com/corporate/xbrl/IT_1088273_374185_29122020042735_WEB.xml"
"BEARDSELL","Beardsell Limited","7(2)","BHARAT ANUMOLU","Promoters","Equity Shares","4183407","14.89",,"21737","239107","Sell","Equity Shares","4161670","14.81","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:27","https://archives.nseindia.com/corporate/xbrl/IT_1088273_374185_29122020042735_WEB.xml"
"BSOFT","BIRLASOFT LIMITED","7(2)","Gopinathan Padiyath","Employees/Designated Employees","Equity Shares","5089","0",,"5089","1271969","Sell","Equity Shares","Nil","0","23-Dec-2020","23-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","29-Dec-2020 16:24","https://archives.nseindia.com/corporate/xbrl/IT_1088271_374180_29122020042400_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","ANIL MARCO RAO","Employees/Designated Employees","Equity Shares","22500","0",,"5000","4250000","Sell","Equity Shares","17500","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1088269_374176_29122020042153_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","ANIL MARCO RAO","Employees/Designated Employees","Equity Shares","24500","0",,"2000","1710000","Sell","Equity Shares","22500","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1088269_374176_29122020042153_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","ANIL MARCO RAO","Employees/Designated Employees","Equity Shares","27500","0",,"3000","2565000","Sell","Equity Shares","24500","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1088269_374176_29122020042153_WEB.xml"
