"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ICICIBANK","ICICI Bank Limited","7(2)","KAUSHIK DATTA","Employees/Designated Employees","Equity Shares","90500","0",,"30000","15037364","Sell","Equity Shares","60500","0","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 20:20","https://archives.nseindia.com/corporate/xbrl/IT_1087942_373382_24122020082022_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SANDEEP BAKHSHI","Key Managerial Personnel","Equity Shares","632505","0",,"27500","14005000","Sell","Equity Shares","605005","0","23-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 20:20","https://archives.nseindia.com/corporate/xbrl/IT_1087942_373382_24122020082022_WEB.xml"
"SUNDARMFIN","Sundaram Finance Limited","7(2)","Mrs Lily Vijayaraghavan and Mrs Sashi Parthasarathy","Promoters","Equity Shares","335112","0.3",,"3000","5249733","Sell","Equity Shares","332112","0.3","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 20:16","https://archives.nseindia.com/corporate/xbrl/IT_1087941_373380_24122020081612_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Prateek Chandra","Key Managerial Personnel","Equity Shares","106636","0.37",,"2500","15000000","Sell","Equity Shares","104136","0.36","22-Dec-2020","22-Dec-2020","22-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1087939_373374_24122020080709_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Prateek Chandra","Key Managerial Personnel","Equity Shares","97628","0.34",,"9008","90080","Buy","Equity Shares","106636","0.37","12-Oct-2020","12-Oct-2020","22-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1087939_373374_24122020080709_WEB.xml"
"BURGERKING","Burger King India Limited","7(2)","Nitin Bhayana","Employees/Designated Employees","Equity Shares","47961","0.01",,"30000","5399250","Sell","Equity Shares","17961","0","22-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Dec-2020 19:49","https://archives.nseindia.com/corporate/xbrl/IT_1087937_373371_24122020074937_WEB.xml"
"BURGERKING","Burger King India Limited","7(2)","Cicily Thomas","Employees/Designated Employees","Equity Shares","85922","0.02",,"15000","2522500","Sell","Equity Shares","70922","0.02","21-Dec-2020","21-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Dec-2020 19:49","https://archives.nseindia.com/corporate/xbrl/IT_1087937_373371_24122020074937_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Sanjeev Singh","Employees/Designated Employees","Equity Shares","Nil","0",,"13333","5059607","Buy","Equity Shares","13333","0","23-Dec-2020","23-Dec-2020","23-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 19:37","https://archives.nseindia.com/corporate/xbrl/IT_1087934_373366_24122020073720_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Anuj Bhalla","Employees/Designated Employees","Equity Shares","26550","0",,"61333","23274647","Buy","Equity Shares","87883","0","23-Dec-2020","23-Dec-2020","23-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 19:37","https://archives.nseindia.com/corporate/xbrl/IT_1087934_373366_24122020073720_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Jyotsna Poddar","Promoters","Equity Shares","4321866","1.04",,"15000","3383518","Buy","Equity Shares","4336866","1.04","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Dec-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1087932_373363_24122020073231_WEB.xml"
"IRCTC","Indian Railway Catering And Tourism Corporation Limited","7(2)","President of India acting through Ministry of Railways, GOI","Promoters","Equity Shares","107840000","67.4",,"5566","7667443","Sell","Equity Shares","107834434","67.4","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","24-Dec-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1087931_373361_24122020073207_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Rudrapriyo Ray","Other","Equity Shares","15982","0",,"3000","1605000","Buy","Equity Shares","18982","0","21-Dec-2020","21-Dec-2020","24-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 19:20","https://archives.nseindia.com/corporate/xbrl/IT_1087929_373357_24122020072026_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","Paul Vimal Dev S","Employees/Designated Employees","Equity Shares","10000","0",,"4880","150840","Buy","Equity Shares","14880","0","29-Oct-2020","29-Oct-2020","23-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1087927_373354_24122020071346_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","Paul Vimal Dev S","Employees/Designated Employees","Equity Shares","14880","0",,"14880","5274960","Pledge","Equity Shares","14880","0","22-Dec-2020","22-Dec-2020","23-Dec-2020","Pledge Creation","-","-","0","0","0","0","-","-","24-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1087927_373354_24122020071346_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","Aman Saini","Employees/Designated Employees","Equity Shares","29745","0",,"8980","2496530","Buy","Equity Shares","38725","0.01","22-Dec-2020","22-Dec-2020","22-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1087927_373354_24122020071346_WEB.xml"
"POLYCAB","Polycab India Limited","7(2)","Shashi Amin","Employees/Designated Employees","Equity Shares","8250","0",,"1000","1000000","Sell","Equity Shares","7250","0","04-Dec-2020","04-Dec-2020","22-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Dec-2020 19:04","https://archives.nseindia.com/corporate/xbrl/IT_1087926_373351_24122020070423_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Sachin S Saraf","Employees/Designated Employees","Equity Shares","45001","0",,"500","470000","Sell","Equity Shares","44501","0","22-Dec-2020","22-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Sachin S Saraf","Employees/Designated Employees","Equity Shares","44501","0",,"500","475000","Sell","Equity Shares","44001","0","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SAMPATH SAAGI","Employees/Designated Employees","Equity Shares","8000","0",,"2000","1900000","Sell","Equity Shares","6000","0","23-Dec-2020","23-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","ANIRUDDHA GADRE","Employees/Designated Employees","Equity Shares","6000","0",,"300","282000","Sell","Equity Shares","5700","0","22-Dec-2020","22-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","ANIRUDDHA GADRE","Employees/Designated Employees","Equity Shares","5700","0",,"300","284000","Sell","Equity Shares","5400","0","23-Dec-2020","23-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Dhanashree Ajit Bhat","Employees/Designated Employees","Equity Shares","4200","0",,"4200","3952000","Sell","Equity Shares","Nil","0","21-Dec-2020","21-Dec-2020","22-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Manish Choudhary","Employees/Designated Employees","Equity Shares","40400","0",,"4000","3760000","Sell","Equity Shares","36400","0","22-Dec-2020","22-Dec-2020","22-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Sudhir Nair","Employees/Designated Employees","Equity Shares","15000","0",,"14000","12838100","Sell","Equity Shares","1000","0","22-Dec-2020","22-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Aloke Palsikar","Employees/Designated Employees","Equity Shares","7490","0",,"1500","1315275","Buy","Equity Shares","8990","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Basanta Kumar Mishra","Employees/Designated Employees","Equity Shares","38500","0",,"4000","3735000","Buy","Equity Shares","42500","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","BIRENDRA SEN","Employees/Designated Employees","Equity Shares","Nil","0",,"5600","5186440","Buy","Equity Shares","5600","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1087924_373348_24122020065804_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","PIYUSH AUDICHYA","Employees/Designated Employees","Equity Shares","3360","0",,"860","1429492","Pledge Revoke","Equity Shares","3360","0","22-Dec-2020","22-Dec-2020","22-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:50","https://archives.nseindia.com/corporate/xbrl/IT_1087920_373345_24122020065057_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","RAJEEV SINHA","Employees/Designated Employees","Equity Shares","14421","0.02",,"1500","2565000","Sell","Equity Shares","12921","0.02","23-Dec-2020","23-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:50","https://archives.nseindia.com/corporate/xbrl/IT_1087920_373345_24122020065057_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","MUKESH AGARWAL","Employees/Designated Employees","Equity Shares","9510","0.01",,"619","1048570","Sell","Equity Shares","8891","0.01","21-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:50","https://archives.nseindia.com/corporate/xbrl/IT_1087920_373345_24122020065057_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","RAJANISH MUKUL","Employees/Designated Employees","Equity Shares","2250","0",,"100","171500","Sell","Equity Shares","2150","0","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:50","https://archives.nseindia.com/corporate/xbrl/IT_1087920_373345_24122020065057_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","RAJANISH MUKUL","Employees/Designated Employees","Equity Shares","2550","0",,"300","510000","Sell","Equity Shares","2250","0","17-Dec-2020","18-Dec-2020","19-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:50","https://archives.nseindia.com/corporate/xbrl/IT_1087920_373345_24122020065057_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","RAJANISH MUKUL","Employees/Designated Employees","Equity Shares","2850","0",,"300","477000","Sell","Equity Shares","2550","0","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:50","https://archives.nseindia.com/corporate/xbrl/IT_1087920_373345_24122020065057_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","PIYUSH AUDICHYA","Employees/Designated Employees","Equity Shares","3860","0",,"500","840884","Sell","Equity Shares","3360","0","02-Dec-2020","04-Dec-2020","04-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:50","https://archives.nseindia.com/corporate/xbrl/IT_1087920_373345_24122020065057_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Arshad Mohammed Sayed","Employees/Designated Employees","Equity Shares","1500","0",,"1500","1605014","Sell","Equity Shares","Nil","0","21-Dec-2020","21-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:48","https://archives.nseindia.com/corporate/xbrl/IT_1087919_373343_24122020064806_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Rajeev Kumar Jha","Employees/Designated Employees","Equity Shares","7500","0.01",,"7500","8366932","Sell","Equity Shares","Nil","0","14-Dec-2020","16-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:48","https://archives.nseindia.com/corporate/xbrl/IT_1087919_373343_24122020064806_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Ranesg G Helaiya","Employees/Designated Employees","Equity Shares","Nil","0",,"22500","6750000","Buy","Equity Shares","22500","0.04","24-Dec-2020","24-Dec-2020","24-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 18:48","https://archives.nseindia.com/corporate/xbrl/IT_1087919_373343_24122020064806_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Pratik Rohit Joshi","Employees/Designated Employees","Equity Shares","2169","0",,"750","840000","Sell","Equity Shares","1419","0","16-Dec-2020","17-Dec-2020","22-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:48","https://archives.nseindia.com/corporate/xbrl/IT_1087919_373343_24122020064806_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Pratik Rohit Joshi","Employees/Designated Employees","Equity Shares","1419","0",,"1055","1199619","Sell","Equity Shares","364","0","18-Dec-2020","18-Dec-2020","22-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:48","https://archives.nseindia.com/corporate/xbrl/IT_1087919_373343_24122020064806_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Pratik Rohit Joshi","Employees/Designated Employees","Equity Shares","364","0",,"164","186468","Sell","Equity Shares","200","0","18-Dec-2020","18-Dec-2020","22-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Dec-2020 18:48","https://archives.nseindia.com/corporate/xbrl/IT_1087919_373343_24122020064806_WEB.xml"
"DALBHARAT","Dalmia Bharat Limited","7(2)","R.K. Agrawal","Employees/Designated Employees","Equity Shares","13000","0.01",,"3000","3045722","Sell","Equity Shares","10000","0.01","21-Dec-2020","22-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:45","https://archives.nseindia.com/corporate/xbrl/IT_1087918_373340_24122020064542_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Adani Tradeline LLP","Promoter Group","Equity Shares","138193549","6.8",,"1458000","683300000","Pledge Revoke","Equity Shares","138193549","6.8","22-Dec-2020","22-Dec-2020","24-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","24-Dec-2020 18:45","https://archives.nseindia.com/corporate/xbrl/IT_1087917_373338_24122020064505_WEB.xml"
"RBLBANK","RBL Bank Limited","7(3)","ANDREW GRACIAS","-","Equity Shares","786150","0.13",,"20000","4350000","Sell","Equity Shares","766150","0.13","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:39","https://archives.nseindia.com/corporate/xbrl/IT_1087913_373331_24122020063924_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(3)","Kanchan Pandhre","-","Equity Shares","28295","0",,"1000","936785","Sell","Equity Shares","27295","0","17-Dec-2020","17-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:36","https://archives.nseindia.com/corporate/xbrl/IT_1087912_373328_24122020063611_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","Sujata Sreenivas","Employees/Designated Employees","Equity Shares","20000","0.02",,"6226","13798860","Sell","Equity Shares","13774","0.01","21-Dec-2020","22-Dec-2020","22-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1087911_373326_24122020063537_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","Pon Manivannan","Employees/Designated Employees","Equity Shares","8000","0.01",,"500","1145000","Sell","Equity Shares","7500","0.01","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1087911_373326_24122020063537_WEB.xml"
"MOTHERSUMI","Motherson Sumi Systems Limited","7(2)","Samvardhana Motherson International Ltd","Promoters","Equity Shares","1055750653","33.43",,"27600000","4180020000","Pledge Revoke","Equity Shares","1055750653","33.43","23-Dec-2020","23-Dec-2020","24-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","24-Dec-2020 18:32","https://archives.nseindia.com/corporate/xbrl/IT_1087907_373323_24122020063225_WEB.xml"
"SHAREINDIA","Share India Securities Limited","7(2)","Nita Kamlesh Shah","Employees/Designated Employees","Equity Shares","734656","2.3",,"8596","1358222","Buy","Equity Shares","743252","2.33","09-Dec-2020","22-Dec-2020","23-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:30","https://archives.nseindia.com/corporate/xbrl/IT_1087904_373319_24122020063036_WEB.xml"
"MAJESCO","Majesco Limited","7(2)","NIMISH SANKALIA","Employees/Designated Employees","Equity Shares","83574","0.29",,"8574","8381019","Sell","Equity Shares","75000","0.26","22-Dec-2020","22-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1087901_373312_24122020061751_WEB.xml"
"MAJESCO","Majesco Limited","7(2)","Brindha Ramachandran","Employees/Designated Employees","Equity Shares","6700","0.02",,"6300","6079272","Sell","Equity Shares","400","0","21-Dec-2020","23-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1087901_373312_24122020061751_WEB.xml"
"MAJESCO","Majesco Limited","7(2)","Sunil Bhatia","Employees/Designated Employees","Equity Shares","23000","0.08",,"23000","21405367","Sell","Equity Shares","Nil","0","24-Nov-2020","24-Nov-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1087901_373312_24122020061751_WEB.xml"
"APOLLOHOSP","Apollo Hospitals Enterprise Limited","7(2)","PCR INVESTMENTS LIMITED","Promoters","Equity Shares","27223124","19.57",,"5612419","13659500000","Pledge Revoke","Equity Shares","27223124","19.57","23-Dec-2020","23-Dec-2020","24-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","24-Dec-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1087898_373308_24122020061419_WEB.xml"
"APOLLOHOSP","Apollo Hospitals Enterprise Limited","7(2)","PCR INVESTMENTS LIMITED","Promoters","Equity Shares","27223124","19.57",,"4045000","9741800000","Pledge","Equity Shares","27223124","19.57","22-Dec-2020","22-Dec-2020","24-Dec-2020","Pledge Creation","-","-","0","0","0","0","NA","-","24-Dec-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1087898_373308_24122020061419_WEB.xml"
"MFSL","Max Financial Services Limited","7(2)","MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED","Promoters","Equity Shares","59483275","17.24",,"2000","1283700","Pledge Revoke","Equity Shares","59483275","17.24","22-Dec-2020","22-Dec-2020","24-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","24-Dec-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1087897_373306_24122020061353_WEB.xml"
"MFSL","Max Financial Services Limited","7(2)","MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED","Promoters","Equity Shares","59483275","17.24",,"478000","326952000","Pledge Revoke","Equity Shares","59483275","17.24","23-Dec-2020","23-Dec-2020","24-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","24-Dec-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1087897_373306_24122020061353_WEB.xml"
"MOTOGENFIN","The Motor & General Finance Limited","7(2)","RAM PRAKASH & CO.(P) LTD","Promoter Group","Equity Shares","1567234","40.47",,"10326","205613","Buy","Equity Shares","1577560","4.07","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","24-Dec-2020 18:06","https://archives.nseindia.com/corporate/xbrl/IT_1087894_373302_24122020060638_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","VIJAY BHAMBHANI","Employees/Designated Employees","Equity Shares","5","0",,"14707","3703116","Buy","Equity Shares","14712","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Amit Palta","Employees/Designated Employees","Equity Shares","15875","0",,"2000","428120","Buy","Equity Shares","17875","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Mayank Agrawal","Employees/Designated Employees","Equity Shares","94500","0",,"10000","5050000","Sell","Equity Shares","84500","0","23-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Anit Hake","Employees/Designated Employees","Equity Shares","1990","0",,"1990","1004756","Sell","Equity Shares","Nil","0","21-Dec-2020","21-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","G.SRINIVAS","Employees/Designated Employees","Equity Shares","Nil","0",,"27500","5534375","Buy","Equity Shares","27500","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","ANAND SHAH","Employees/Designated Employees","Equity Shares","16000","0",,"16000","7980696","Sell","Equity Shares","Nil","0","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","VENKATRAMANA REDDIPALLI","Employees/Designated Employees","Equity Shares","7000","0",,"2000","1026000","Sell","Equity Shares","5000","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Ashish Kashive","Employees/Designated Employees","Equity Shares","19750","0",,"10000","5140000","Sell","Equity Shares","9750","0","18-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","MANMOHAN DWARKANI","Employees/Designated Employees","Equity Shares","11965","0",,"8865","4492255","Sell","Equity Shares","3100","0","22-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","HITESH SETHIA","Employees/Designated Employees","Equity Shares","52187","0",,"40000","20089258","Sell","Equity Shares","12187","0","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087893_373299_24122020060551_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Devendra Bambardekar","Employees/Designated Employees","Equity Shares","20949","0",,"400","778372","Sell","Equity Shares","20549","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087892_373297_24122020060541_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Raghavendra Singh","Employees/Designated Employees","Equity Shares","69876","0",,"500","957500","Sell","Equity Shares","69376","0","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2020 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1087892_373297_24122020060541_WEB.xml"
